tr1,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
tr6948,21, Private, 292264, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
tr6949,26, Private, 303973, HS-grad, 9, Never-married, Priv-house-serv, Other-relative, White, Female, 0, 1602, 15, Mexico, <=50K
tr6950,23, Private, 287988, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
tr6951,67, Self-emp-inc, 330144, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 48, United-States, >50K
tr6952,24, Private, 191948, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 30, United-States, <=50K
tr6953,46, Private, 324601, 1st-4th, 2, Separated, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, Guatemala, <=50K
tr6954,38, State-gov, 200289, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Taiwan, <=50K
tr6955,20, Private, 113307, 7th-8th, 4, Never-married, Machine-op-inspct, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
tr6956,26, Private, 155213, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K
tr6957,58, Private, 175127, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr6958,31, State-gov, 358461, Some-college, 10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
tr6959,37, State-gov, 354929, Assoc-acdm, 12, Divorced, Protective-serv, Not-in-family, Black, Male, 0, 0, 38, United-States, <=50K
tr6960,53, State-gov, 104501, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, ?, >50K
tr6961,45, Private, 112929, 7th-8th, 4, Divorced, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 35, United-States, <=50K
tr6962,33, Private, 132832, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
tr6963,33, State-gov, 357691, Masters, 14, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr6964,35, Private, 114605, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K
tr6965,60, Self-emp-not-inc, 525878, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr6966,21, Private, 68358, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
tr6967,38, Private, 174571, 10th, 6, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 45, United-States, <=50K
tr6968,40, Private, 42703, Assoc-voc, 11, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr6969,40, Private, 220589, Some-college, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, >50K
tr6970,27, Private, 423250, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr6971,34, Self-emp-not-inc, 29254, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, >50K
tr6972,20, ?, 308924, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 25, United-States, <=50K
tr6973,49, Local-gov, 276247, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr6974,37, Private, 213841, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
tr6975,52, Private, 181677, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 30, United-States, >50K
tr6976,46, Private, 160061, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr6977,20, Private, 285295, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, ?, <=50K
tr6978,43, Private, 265266, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr6979,46, Local-gov, 222115, Bachelors, 13, Divorced, Adm-clerical, Not-in-family, White, Female, 99999, 0, 40, United-States, >50K
tr6980,25, State-gov, 194954, Some-college, 10, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 15, United-States, <=50K
tr6981,48, Private, 156926, Bachelors, 13, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr6982,36, Local-gov, 217414, Some-college, 10, Divorced, Protective-serv, Unmarried, White, Male, 0, 0, 55, United-States, <=50K
tr6983,37, Private, 538443, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 14344, 0, 40, United-States, >50K
tr6984,18, ?, 192399, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 60, United-States, <=50K
tr6985,42, Private, 383493, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
tr6986,60, Private, 193235, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 24, United-States, <=50K
tr6987,37, Self-emp-inc, 99452, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 55, United-States, >50K
tr6988,32, Private, 90446, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr6989,29, Private, 116613, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, Portugal, <=50K
tr6990,42, Local-gov, 238188, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, >50K
tr6991,17, Private, 95909, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 12, United-States, <=50K
tr6992,41, Private, 82319, 12th, 8, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 10, United-States, <=50K
tr6993,34, Private, 182274, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 1887, 40, United-States, >50K
tr6994,56, Private, 179625, 10th, 6, Separated, Other-service, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
tr6995,28, Private, 119793, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr6996,28, Self-emp-not-inc, 254989, 11th, 7, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr6997,19, Private, 104830, 7th-8th, 4, Never-married, Transport-moving, Unmarried, White, Male, 0, 0, 25, Guatemala, <=50K
tr6998,49, Federal-gov, 110373, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
tr6999,36, Self-emp-not-inc, 135416, Some-college, 10, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 50, United-States, <=50K
tr7000,25, Private, 298225, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 35, United-States, <=50K
tr7001,42, Private, 166740, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr7002,47, Self-emp-not-inc, 213668, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 50, United-States, >50K
tr7003,26, Private, 276624, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr7004,35, Private, 226789, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 58, United-States, <=50K
tr7005,37, Private, 31023, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr7006,39, Local-gov, 116666, HS-grad, 9, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male, 4650, 0, 48, United-States, <=50K
tr7007,42, Private, 136986, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, >50K
tr7008,41, Private, 179580, Some-college, 10, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 36, United-States, >50K
tr7009,23, Private, 103277, Some-college, 10, Divorced, Other-service, Own-child, White, Female, 0, 0, 24, United-States, <=50K
tr7010,31, Federal-gov, 351141, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr7011,36, Local-gov, 191161, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 57, United-States, >50K
tr7012,20, Private, 148709, Some-college, 10, Never-married, Prof-specialty, Unmarried, White, Female, 0, 0, 25, United-States, <=50K
tr7013,36, Private, 128382, Some-college, 10, Never-married, Machine-op-inspct, Unmarried, White, Male, 0, 0, 45, United-States, <=50K
tr7014,50, Private, 144361, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, >50K
tr7015,37, Private, 172538, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr7016,25, Private, 102476, Bachelors, 13, Never-married, Farming-fishing, Own-child, White, Male, 27828, 0, 50, United-States, >50K
tr7017,39, Private, 46028, Some-college, 10, Divorced, Other-service, Unmarried, White, Female, 0, 0, 60, United-States, <=50K
tr7018,32, Private, 198452, HS-grad, 9, Married-civ-spouse, Farming-fishing, Wife, White, Female, 0, 0, 40, United-States, <=50K
tr7019,29, Private, 233421, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 3411, 0, 45, United-States, <=50K
tr7020,50, Private, 378747, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr7021,42, Private, 31251, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 37, United-States, <=50K
tr7022,32, Private, 71540, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr7023,48, Private, 194772, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 40, United-States, >50K
tr7024,20, Private, 34568, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 3781, 0, 35, United-States, <=50K
tr7025,50, Self-emp-not-inc, 36480, 10th, 6, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
tr7026,18, Private, 116528, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
tr7027,60, Private, 52152, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr7028,60, Private, 216690, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, ?, <=50K
tr7029,42, Local-gov, 227065, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 22, United-States, <=50K
tr7030,49, Private, 84013, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
tr7031,35, Self-emp-inc, 82051, Some-college, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, <=50K
tr7032,30, Self-emp-not-inc, 176185, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, Iran, <=50K
tr7033,59, Private, 115414, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr7034,24, Self-emp-inc, 493034, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Male, 13550, 0, 50, United-States, >50K
tr7035,55, Private, 354923, Assoc-acdm, 12, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr7036,19, Private, 393712, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States, <=50K
tr7037,39, Private, 98941, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr7038,48, Private, 141483, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr7039,44, Private, 172479, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, United-States, >50K
tr7040,21, Private, 226145, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States, <=50K
tr7041,23, Private, 394612, Bachelors, 13, Never-married, Tech-support, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
tr7042,22, Private, 231085, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, <=50K
tr7043,55, Self-emp-not-inc, 183810, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
tr7044,19, Private, 186159, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr7045,23, Private, 162282, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K
tr7046,46, Private, 219021, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 15024, 0, 44, United-States, >50K
tr7047,23, Private, 273206, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 23, United-States, <=50K
tr7048,47, Self-emp-inc, 332355, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K
tr7049,42, Private, 198096, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, >50K
tr7050,22, State-gov, 292933, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 10, United-States, <=50K
tr7051,18, Private, 135924, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 20, United-States, <=50K
tr7052,37, Private, 99146, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 50, United-States, >50K
tr7053,34, Private, 27409, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr7054,30, Private, 299507, Assoc-acdm, 12, Separated, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr7055,62, Self-emp-not-inc, 102631, Some-college, 10, Widowed, Farming-fishing, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
tr7056,51, Private, 153486, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr7057,34, Private, 434292, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 30, United-States, <=50K
tr7058,28, Self-emp-not-inc, 240172, Masters, 14, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr7059,56, Private, 219426, 10th, 6, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr7060,46, Private, 295791, HS-grad, 9, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
tr7061,46, Private, 114032, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1887, 45, United-States, >50K
tr7062,23, Local-gov, 496382, Some-college, 10, Married-spouse-absent, Adm-clerical, Own-child, White, Female, 0, 0, 40, Guatemala, <=50K
tr7063,27, Private, 107218, HS-grad, 9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
tr7064,21, Private, 246207, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 20, United-States, <=50K
tr7065,18, ?, 80564, HS-grad, 9, Never-married, ?, Own-child, White, Male, 0, 0, 60, United-States, <=50K
tr7066,36, Private, 83089, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 7298, 0, 40, Mexico, >50K
tr7067,37, Local-gov, 328301, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 36, United-States, <=50K
tr7068,39, Local-gov, 301614, 11th, 7, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr7069,36, Private, 199739, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 7298, 0, 60, United-States, >50K
tr7070,24, Private, 180060, Assoc-acdm, 12, Never-married, Craft-repair, Not-in-family, White, Male, 2354, 0, 40, United-States, <=50K
tr7071,26, Private, 121040, Assoc-acdm, 12, Never-married, Exec-managerial, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
tr7072,37, Private, 125550, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
tr7073,34, Private, 170772, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr7074,33, Private, 180551, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr7075,33, Self-emp-not-inc, 48189, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 30, United-States, <=50K
tr7076,20, Private, 432154, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 8, Mexico, <=50K
tr7077,26, Private, 263200, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
tr7078,47, Private, 123207, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 20, United-States, >50K
tr7079,17, Private, 110798, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
tr7080,53, Private, 238481, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1485, 40, United-States, <=50K
tr7081,31, Private, 185528, Some-college, 10, Divorced, Sales, Own-child, White, Female, 0, 0, 35, United-States, <=50K
tr7082,34, Private, 181311, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr7083,23, Private, 528616, 5th-6th, 3, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Mexico, <=50K
tr7084,39, Private, 272950, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K
tr7085,22, ?, 195532, HS-grad, 9, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr7086,21, Private, 197583, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States, <=50K
tr7087,40, Private, 48612, HS-grad, 9, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K
